状态,终端MAC地址,终端IP地址,关联SSID,关联频段,关联信道,关联微AP名称,关联AP名称,AC名称,位置,AC的IP地址,关联AP的IP地址,账号,终端在线时长(s)
离线,52-FD-8E-68-59-9E,10.210.101.184,NCUWLAN,5G,,,青山湖北-附属中学-高中1F118,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.14,,0
离线,D2-2A-FC-9F-80-F7,,FITI-NCU,2.4G,,,前湖北-行政楼-3f-04,NCDX-AC-H3C,无线/前湖北/行政楼,10.1.0.16,10.67.0.18,,0
离线,E2-9A-9C-D9-11-A0,10.210.86.197,NCUWLAN,5G,,,青山湖北-附属中学-高中4F419,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.31,,0
离线,32-EF-22-3D-BC-2D,10.208.13.252,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,D2-B0-10-17-F2-AC,,,2.4G,,,前湖北-体育场-101,ncu-wlan-master,无线/前湖北/体育场,10.1.0.13,10.63.0.10,,0
离线,42-B2-25-8D-74-13,,NCUWLAN,5G,,,东湖南-研究生楼-401,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.3,,0
离线,52-39-BD-DA-2B-D8,,NCUWLAN,5G,,,前湖南-第一教学大楼-106-G2,NCDX-AC-H3C,无线/前湖南/第一教学大楼,10.1.0.16,10.157.16.76,,0
离线,82-28-CF-DF-36-A4,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,A2-35-28-B1-9B-77,10.208.155.233,NCUWLAN,2.4G,6,,东湖南-科技楼-6F-05,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.21,,0
离线,12-78-22-27-78-F0,,,2.4G,,,前湖北-体育场-101,ncu-wlan-master,无线/前湖北/体育场,10.1.0.13,10.63.0.10,,0
离线,52-18-69-8A-28-E6,10.208.198.68,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,E2-69-94-2A-F0-AD,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,CA-C5-F5-2B-75-77,,NCUWLAN,2.4G,,,前湖北-信工楼-6f-05,NCDX-AC-H3C,无线/前湖北/信工楼,10.1.0.16,10.59.0.11,"182922088865224302,1,1754648110",0
离线,EC-8C-9A-53-93-6B,,NCUWLAN,2.4G,,,前湖南-实验楼1-2f-01,NCDX-AC-H3C,无线/前湖南/第一实验大楼,10.1.0.16,10.70.0.110,,0
离线,06-C6-BA-6E-05-3A,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,D2-EC-F4-08-22-5D,,NCUWLAN,5G,,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,0
离线,9C-FC-E8-C8-46-A5,10.202.195.195,NCUWLAN,5G,,,前湖北-信工楼-C312-1,NCU_HW_AC1,无线/前湖北/信工楼,10.1.0.18,255.255.255.255,"722383680123567675,1,1748490498",0
离线,9C-F5-31-80-B2-1B,10.202.32.100,NCUWLAN,5G,36,,前湖北-主教楼-2F-C232,RUIJIE-AC,无线/前湖北/主教学楼,10.1.0.15,10.62.0.86,,0
离线,52-C1-12-2D-25-1F,10.202.112.90,NCUWLAN,5G,,,前湖北-材料环境楼-A501C-1,NCU_HW_AC1,无线/前湖北/环材楼,10.1.0.18,10.133.0.166,,0
离线,32-49-B3-48-D5-E7,,,2.4G,,,青山湖北-成教楼-406,ncu-wlan-master,无线/青山湖北/成教楼,10.1.0.13,10.76.155.65,,0
离线,42-D6-E1-09-F7-62,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,22-9C-55-63-44-21,,,5G,,,前湖北-天健园,ncu-wlan-master,无线/前湖北/天健院,10.1.0.13,10.191.0.128,,0
离线,CE-86-3E-A0-4A-41,10.208.193.125,NCUWLAN,2.4G,11,,东湖南-大学生活动中心-1F-1,RUIJIE-AC,无线/东湖南/大学生活动中心,10.1.0.15,10.74.0.32,,0
离线,32-7A-37-4D-7C-65,10.208.78.235,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,A6-88-9E-0E-C8-38,,,2.4G,,,dl-jl-1f-02,ncu-wlan-master,,10.1.0.13,222.204.48.91,,0
离线,32-F0-3A-84-A0-B0,10.210.18.247,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,82-B5-AB-33-16-8E,,,,,,,ncu-wlan-master,,10.1.0.13,,"133721547502620071,1,1746004441",0
离线,92-F0-D7-3D-6D-25,,NCUWLAN,2.4G,,,前湖北-校医院-1f-01,NCDX-AC-H3C,无线/前湖北/校医院,10.1.0.16,10.62.0.244,,0
离线,00-60-92-BF-43-8A,,NCU-2.4G,2.4G,,,青山湖北-物理楼北-1f-05-new,NCDX-AC-H3C,无线/青山湖北/物理楼,10.1.0.16,10.76.16.158,,0
离线,1A-03-05-28-87-47,,NCUWLAN,2.4G,,,前湖北-机电楼-5f-e-03,NCDX-AC-H3C,无线/前湖北/机电楼,10.1.0.16,10.54.150.186,,0
离线,82-2F-91-A8-9A-24,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,22-5B-30-00-F4-42,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,B2-BB-DB-BA-D4-E9,10.202.245.193,NCUWLAN,2.4G,36,,东湖南-基础教学楼-1f-107,ncu-wlan-local,无线/东湖南/基础教学楼,10.1.0.14,10.50.0.26,"074912781897246834,1,1757763144",0
离线,DE-98-C3-CB-27-CE,,,2.4G,,,东湖南-基础教学楼-1f-205,ncu-wlan-master,无线/东湖南/基础教学楼,10.1.0.13,10.50.0.27,,0
离线,D2-DF-4F-8A-6C-50,10.202.151.212,NCUWLAN,5G,153,,28d0.f59a.ecff,RUIJIE-AC,,10.1.0.15,10.161.64.32,"090691111474488290,1,1757632387",0
离线,F2-FF-1F-F0-9C-DC,10.202.101.195,NCUWLAN,5G,36,,前湖北-主教楼-1F-A109,RUIJIE-AC,无线/前湖北/主教学楼,10.1.0.15,10.62.1.71,,0
离线,32-E4-20-9C-17-12,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,AA-D9-67-6A-14-13,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,A0-02-A5-8B-D9-22,,NCUWLAN,2.4G,,,东湖南-基础教学楼-5f-08,NCDX-AC-H3C,无线/东湖南/基础教学楼,10.1.0.16,10.81.0.169,"337656680393693653,1,1750254411",0
离线,42-59-FF-24-45-6E,,NCU-2.4G,2.4G,,,前湖北-前湖图书馆-2f-a0207-2,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.29,"655790024295484807,1,1745225008",0
离线,96-3C-F1-5A-AF-B6,,NCU-2.4G,2.4G,,,前湖北-外经楼-3f-08,NCDX-AC-H3C,无线/前湖北/外经楼,10.1.0.16,222.204.32.41,"035663805916440316,1,1750058858",0
离线,58-1C-F8-92-5C-E3,,NCUWLAN,2.4G,,,前湖北-建工楼-4f-b-04,NCDX-AC-H3C,无线/前湖北/建工楼,10.1.0.16,10.54.34.72,"048200193256257000,1,1740383352",0
离线,52-BD-93-BE-E5-3A,10.210.153.42,NCUWLAN,5G,157,,青山湖北-附属学校-52,RUIJIE-AC,无线/青山湖北/附属学校,10.1.0.15,10.76.1.166,,0
离线,04-6C-59-99-BD-CB,,NCUWLAN,5G,,,青山湖北-软件楼-517-G4,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.141,"486071010566250355,1,1757475111",0
离线,F2-DE-F8-10-4C-DF,,,2.4G,,,blg-3f-3,ncu-wlan-master,,10.1.0.13,10.76.161.177,,0
离线,F2-8B-0E-C0-19-10,10.210.52.37,NCUWLAN,2.4G,,,blg-2f-4,ncu-wlan-master,,10.1.0.13,10.76.73.19,,0
离线,E0-0A-F6-9E-9D-05,,NCUWLAN,5G,,,前湖北-基础教学楼-b1-5f-04,NCDX-AC-H3C,无线/前湖北/基础实验楼,10.1.0.16,10.50.0.25,"085616568618958213,1,1747813034",0
离线,BA-33-F9-EE-4C-56,,NCU-2.4G,5G,,,前湖北-前湖图书馆-18f-a1801-1,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.115,,0
离线,72-34-69-BC-65-30,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,22-1B-03-2E-F3-2E,,,2.4G,,,前湖北-艺术楼-a325,ncu-wlan-local,无线/前湖北/艺术楼,10.1.0.14,10.62.0.195,,0
在线,9E-AF-3F-20-93-34,10.102.61.138,NCU-2.4G,2.4G,1,,前湖南-博士楼-5f-528,NCDX-AC-H3C,无线/前湖南/博士楼,10.1.0.16,10.137.4.117,,1534658
在线,DA-AA-E5-19-12-B9,10.102.239.57,NCU-2.4G,2.4G,6,,前湖南-博士楼-5f-501,NCDX-AC-H3C,无线/前湖南/博士楼,10.1.0.16,10.137.4.17,,1544154
离线,A0-DE-0F-C9-4A-4A,10.202.83.204,NCUWLAN,2.4G,1,,前湖北-研究生楼-2F-215,RUIJIE-AC,无线/前湖北/研究生楼,10.1.0.15,10.183.5.43,,0
离线,02-2A-8B-E5-C7-02,10.248.12.200,NCUWLAN,2.4G,,,前湖南-医创中心-3F-345-1,NCU_HW_AC1,无线/前湖南/医创中心,10.1.0.18,10.157.0.250,,0
离线,B2-CF-71-15-44-69,10.202.101.139,NCUWLAN,2.4G,13,,前湖北-智华楼--B-S-1F-105,RUIJIE-AC,无线/前湖北/智华科技楼,10.1.0.15,10.80.0.93,"330057560731876588,1,1756905219",0
离线,4A-28-22-41-81-D8,,,2.4G,,,blg-2f-2,ncu-wlan-master,,10.1.0.13,10.76.26.136,,0
离线,92-B8-10-67-1D-AE,,NCUWLAN,2.4G,,,青山湖北-附属中学-高中4F418,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.33,,0
离线,08-6A-C5-D9-93-F1,10.182.249.224,NCUWLAN,5G,149,,青山湖北-设计研究院-311,RUIJIE-AC,无线/青山湖北/行政楼(设计研究院),10.1.0.15,192.168.252.50,,0
离线,62-8F-A7-45-24-FB,,,2.4G,,,blg-2f-2,ncu-wlan-master,,10.1.0.13,10.76.26.136,,0
离线,92-04-C5-19-15-41,,,2.4G,,,blg-2f-2,ncu-wlan-master,,10.1.0.13,10.76.26.136,,0
离线,82-C5-7C-BB-05-70,,NCUWLAN,2.4G,,,东湖南-研究生楼-401,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.3,,0
离线,C2-80-7E-5C-03-39,,NCUWLAN,5G,,,前湖北-图书馆-A1103-G1,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.184,"388593509236798675,1,1756907562",0
离线,D2-49-72-E3-A4-F2,,,2.4G,,,东湖南-成教楼-409,ncu-wlan-master,无线/东湖南/成教学院,10.1.0.13,10.81.0.13,,0
离线,72-D7-77-18-AE-C0,10.208.191.31,NCUWLAN,5G,44,,东湖南-基础教学楼-435,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.121,"944531746485010853,1,1758072716",0
离线,A2-34-A7-CD-3F-DC,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,22-6A-17-B3-7A-2C,,NCUWLAN,2.4G,,,前湖南-医创中心-3F-335-1,NCU_HW_AC1,无线/前湖南/医创中心,10.1.0.18,10.157.0.43,,0
离线,EE-03-4C-DC-95-94,10.202.200.167,NCUWLAN,5G,44,,前湖北-研究生楼-2F-216,RUIJIE-AC,无线/前湖北/研究生楼,10.1.0.15,10.183.5.44,,0
离线,C2-B1-DC-D2-74-E3,10.202.247.221,NCUWLAN,5G,,,前湖北-信工楼-A102-1,NCU_HW_AC1,无线/前湖北/信工楼,10.1.0.18,10.133.0.40,,0
离线,52-1B-C0-CE-B4-C4,,NCUWLAN,2.4G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,C4-BD-E5-97-FF-22,,NCUWLAN,5G,,,前湖南-第二实验楼-213-3-G8,NCDX-AC-H3C,无线/前湖南/第二实验大楼,10.1.0.16,10.157.16.217,"630446116433763381,1,1751958465",0
离线,66-1D-7A-B1-7D-C9,,NCUWLAN,2.4G,,,前湖北-艺术楼-a421,NCDX-AC-H3C,无线/前湖北/艺术楼,10.1.0.16,10.62.0.62,,0
离线,16-4B-D9-D0-8D-99,10.202.188.241,NCUWLAN,5G,44,,前湖北-主教楼-4F-C426,RUIJIE-AC,无线/前湖北/主教学楼,10.1.0.15,10.62.0.60,"895061321379156181,1,1742528036",0
离线,C2-92-01-20-55-72,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,14-D1-69-5A-E5-96,10.210.140.174,NCUWLAN,5G,153,,青山湖北-生物质转化中心-102B,RUIJIE-AC,无线/青山湖北/生物质转化中心,10.1.0.15,10.76.69.157,,0
离线,42-A1-D4-F8-0A-E5,,NCUWLAN,2.4G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,9E-FC-A7-90-16-0F,,NCUWLAN,2.4G,,,前湖北-慧源楼-204-1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.157,"654883843759153799,1,1758071872",0
离线,C2-C3-90-C4-DA-45,,NCUWLAN,5G,,,青山湖北-附属中学-高中4F419,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.31,,0
离线,42-50-03-B0-A2-77,,NCUWLAN-TEST,2.4G,,,前湖南-第二教学大楼-1FJMDT-1,NCDX-AC-H3C,无线/前湖南/第二教学大楼,10.1.0.16,10.157.16.121,,0
离线,22-37-96-E3-24-0E,,,2.4G,,,前湖北-体育场-101,ncu-wlan-master,无线/前湖北/体育场,10.1.0.13,10.63.0.10,,0
离线,4E-67-14-CA-F5-B7,,NCUWLAN,2.4G,,,青山湖北-安保楼-4f-03,NCDX-AC-H3C,无线/青山湖北/安保楼,10.1.0.16,10.76.88.136,,0
离线,12-10-D3-ED-05-F2,,,2.4G,,,前湖北-体育场-101,ncu-wlan-master,无线/前湖北/体育场,10.1.0.13,10.63.0.10,,0
离线,02-5E-38-20-CC-A6,,NCUWLAN-TEST,2.4G,,,青山湖北-软件楼-516A-1,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.115,,0
离线,42-03-EC-07-BF-74,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,18-26-49-B7-79-56,,NCUWLAN,5G,,,青山湖北-软件楼-126-G1,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.6,"213140126995087740,1,1748154742",0
离线,AE-3A-C7-BB-07-39,,NCUWLAN,2.4G,,,f474-8809-4320,NCDX-AC-H3C,,10.1.0.16,10.66.2.223,"059388064135127233,1,1756571620",0
离线,32-EF-D3-33-6B-29,,,5G,,,前湖北-行政楼-1f-大厅,ncu-wlan-master,无线/前湖北/行政楼,10.1.0.13,10.67.0.42,,0
离线,82-42-0E-C8-4C-8E,,NCUWLAN,2.4G,,,青山湖北-软件楼-318-G4,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.90,"281779535640921489,1,1757669032",0
离线,E2-E2-35-09-D4-B6,10.208.216.235,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,64-49-7D-63-E0-61,,NCU-2.4G,5G,,,前湖北-前湖图书馆-20f-a2001-1,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.99,"865372793676789664,1,1758041083",0
离线,46-E4-39-10-39-19,,eduroam,2.4G,,,前湖南-实验楼1-1f-05,NCDX-AC-H3C,无线/前湖南/第一实验大楼,10.1.0.16,10.70.0.189,,0
离线,E4-19-C1-1F-29-A2,10.208.202.152,NCUWLAN,2.4G,11,,东湖南-科技楼-6F-04,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.120,,0
离线,C2-AB-7D-0C-04-54,10.208.231.178,NCUWLAN,2.4G,11,,东湖南-科技楼-6F-04,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.120,,0
离线,02-E6-53-FC-45-BC,10.202.7.43,NCUWLAN,5G,157,,前湖北-机电楼-3F-D301,RUIJIE-AC,无线/前湖北/机电楼,10.1.0.15,10.54.230.232,"590097405694109854,1,1743428450",0
离线,32-21-F1-29-F0-1A,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,76-26-81-A2-48-42,10.208.61.86,NCUWLAN,2.4G,1,,东湖南-基础教学楼-223,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.116,"523406487061018714,1,1754875916",0
离线,F2-23-BD-F2-8B-2A,,NCUWLAN-TEST,5G,,,前湖北-慧源楼-404-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.130,,0
离线,6E-BF-84-8F-2B-A8,,NCU-2.4G,2.4G,,,前湖北-文法楼-4f-a-13,NCDX-AC-H3C,无线/前湖北/文法楼,10.1.0.16,10.63.0.43,,0
离线,A2-B2-32-18-FF-21,,NCUWLAN-TEST,5G,,,前湖北-慧源楼-223-C1,NCDX-AC-H3C,无线/前湖北/慧源楼,10.1.0.16,10.155.8.56,,0
离线,30-A2-C2-AA-37-0D,10.131.88.244,Eweb_1C6F3,2.4G,6,,东湖南-基础教学楼-3f-393,ncu-wlan-master,无线/东湖南/基础教学楼,10.1.0.13,10.81.0.90,,0
离线,E2-C9-B3-4F-8F-A7,10.208.60.166,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,32-A1-6C-60-8C-85,10.202.137.176,NCUWLAN,2.4G,,,前湖北-材料环境楼-A502A-1,NCU_HW_AC1,无线/前湖北/环材楼,10.1.0.18,10.133.1.179,,0
离线,C2-EE-3E-45-07-52,,NCUWLAN,5G,,,东湖南-研究生楼-401,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.3,,0
离线,00-08-22-8C-29-22,,,2.4G,,,前湖北-游泳馆-dt,ncu-wlan-local,无线/前湖北/游泳馆,10.1.0.14,10.62.0.14,,0
离线,E2-62-74-96-CC-37,10.202.24.233,NCUWLAN,2.4G,1,,8005.88e0.648e,RUIJIE-AC,,10.1.0.15,10.80.0.101,,0
离线,EA-5C-A3-23-EE-ED,,,2.4G,,,前湖北-29D-0727,ncu-wlan-local,,10.1.0.14,10.63.0.26,"419514819375304464,1,1745986998",0
离线,B2-21-D1-CD-26-FA,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,42-9C-47-FD-2A-F4,,NCUWLAN,2.4G,,,东湖南-研究生楼-502,NCDX-AC-H3C,无线/东湖南/研究生楼,10.1.0.16,10.74.0.7,,0
离线,12-A6-04-BA-DD-06,,,2.4G,,,blg-2f-2,ncu-wlan-master,,10.1.0.13,10.76.26.136,,0
离线,72-CA-F0-FF-AC-8A,10.202.167.15,NCUWLAN,5G,153,,28d0.f59a.ecff,RUIJIE-AC,,10.1.0.15,10.161.64.32,,0
离线,62-93-A7-5C-68-29,,NCUWLAN,5G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,10-5F-AD-CA-65-FC,10.202.87.56,NCUWLAN,5G,157,,前湖北-研究生楼-1F-113,RUIJIE-AC,无线/前湖北/研究生楼,10.1.0.15,10.183.5.67,,0
离线,22-8B-7C-D4-2B-D1,10.210.137.91,NCUWLAN,2.4G,5,,青山湖北-物理楼-214,RUIJIE-AC,无线/青山湖北/物理楼,10.1.0.15,10.76.1.126,,0
离线,92-C0-8C-83-52-E2,10.208.184.33,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,42-77-D8-C3-00-71,10.202.113.39,NCUWLAN,2.4G,,,前湖北-信工楼-C113-1,NCU_HW_AC1,无线/前湖北/信工楼,10.1.0.18,10.133.2.75,,0
离线,92-8F-03-77-D9-28,10.208.20.146,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,D2-C0-21-03-2D-B8,,NCUWLAN,2.4G,,,前湖北-文法楼-5f-a-13,NCDX-AC-H3C,无线/前湖北/文法楼,10.1.0.16,10.63.0.242,,0
离线,E6-84-F2-AB-20-7D,,,5G,,,前湖北-天健园,ncu-wlan-master,无线/前湖北/天健院,10.1.0.13,10.191.0.128,"829800815550158702,1,1758067583",0
离线,72-6E-8C-72-A8-7D,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,82-99-F8-CE-52-A3,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,42-00-9C-73-27-3B,10.210.173.212,NCUWLAN,2.4G,1,,青山湖北-一食堂-st02,RUIJIE-AC,无线/青山湖北/一食堂,10.1.0.15,10.76.1.203,,0
离线,32-05-D4-CE-B2-95,10.208.133.252,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,E2-16-16-14-23-8C,,,,,,,NCDX-AC-H3C,,10.1.0.16,,"231595851931773046,1,1747107840",0
离线,76-BC-3D-AD-4F-F8,,,5G,,,前湖北-艺术楼-B202,ncu-wlan-local,无线/前湖北/艺术楼,10.1.0.14,10.63.0.29,,0
离线,82-F9-9A-2E-82-C3,10.202.175.124,NCUWLAN,2.4G,1,,28d0.f59a.ecff,RUIJIE-AC,,10.1.0.15,10.161.64.32,,0
离线,52-FA-60-BC-E0-9A,,NCUWLAN,5G,,,青山湖北-软件楼-118-G1,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.5,"029111049765419109,2,1758077730",0
离线,BA-7B-3F-A9-5A-95,,,5G,,,前湖北-天健园,ncu-wlan-master,无线/前湖北/天健院,10.1.0.13,10.191.0.128,"816277676429139229,1,1755738304",0
离线,D2-BB-70-71-F0-26,,NCUWLAN,2.4G,,,前湖北-理科楼-2f-a-06,NCDX-AC-H3C,无线/前湖北/理科楼,10.1.0.16,10.54.149.37,,0
离线,C2-04-25-BD-05-70,,,2.4G,,,blg-3f-3,ncu-wlan-master,,10.1.0.13,10.76.161.177,,0
离线,22-06-E7-DC-E7-A9,,FITI-NCU,2.4G,,,前湖北-行政楼-会议室-412,NCDX-AC-H3C,无线/前湖北/行政楼,10.1.0.16,10.67.0.68,,0
离线,12-CA-E8-AB-06-BE,,NCUWLAN,2.4G,,,前湖北-bwx-2f-01,NCDX-AC-H3C,,10.1.0.16,10.75.128.25,,0
离线,A2-58-DC-84-B9-CD,,NCUWLAN,2.4G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,DE-F5-8E-9A-2C-8F,,NCUWLAN,2.4G,,,前湖北-前湖图书馆-2f-a0207-2,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.29,"798946977648062821,1,1751714011",0
离线,42-58-37-8A-8C-60,10.208.206.6,NCUWLAN,5G,48,,东湖南-基础教学楼-345,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.112,,0
离线,1A-A9-44-60-B2-5A,,NCU-2.4G,5G,,,前湖北-前湖图书馆-8f-a0803-2,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.102,"909893243571443560,1,1746174653",0
离线,A2-AC-F2-6D-26-F9,10.101.139.239,NCU-2.4G,5G,36,,东湖南-大学生活动中心-1F-1,RUIJIE-AC,无线/东湖南/大学生活动中心,10.1.0.15,10.74.0.32,"536628945820663893,1,1757689984",0
离线,BA-96-A1-25-52-BE,,NCUWLAN,2.4G,,,前湖北-基础教学楼-b1-2f-03,NCDX-AC-H3C,无线/前湖北/基础实验楼,10.1.0.16,10.50.0.3,"QH511,1,1755392100",0
离线,E2-A7-E8-19-EF-C1,,,2.4G,,,前湖北-天健园,ncu-wlan-master,无线/前湖北/天健院,10.1.0.13,10.191.0.128,,0
离线,B2-18-7E-DA-8F-FF,,,,,,,NCDX-AC-H3C,,10.1.0.16,,,0
离线,A2-6C-03-06-F7-6D,,,2.4G,,,青山湖南_老干办_3,ncu-wlan-master,,10.1.0.13,10.70.0.4,,0
离线,F2-3E-CB-97-72-41,10.202.135.123,NCUWLAN-test,5G,,,前湖北-机电楼-D409-4口光,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.129.227,,0
离线,22-66-01-3C-17-04,10.210.25.35,NCUWLAN,5G,,,青山湖北-附属中学-高中4F419,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.31,,0
离线,72-D2-41-96-76-79,,NCU-2.4G,2.4G,,,青山湖北-分析测试中心-5f-02,NCDX-AC-H3C,无线/青山湖北/分析测试中心,10.1.0.16,10.81.0.9,,0
离线,6E-52-6C-4D-7D-8F,,NCUWLAN-TEST,5G,,,东湖南-继教楼-106-C1,NCDX-AC-H3C,无线/东湖南/继续教育学院,10.1.0.16,210.35.151.214,,0
离线,02-71-CB-DA-4E-FE,,NCUWLAN,5G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,,0
离线,8E-80-37-A0-62-33,,NCUWLAN-TEST,5G,,,青山湖北-软件楼-516A-1,NCDX-AC-H3C,无线/青山湖北/软件楼,10.1.0.16,10.160.8.115,"641510914356418024,1,1744191030",0
离线,12-10-69-F4-DB-4C,10.208.77.9,NCUWLAN,5G,149,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
离线,DE-6F-23-5A-36-BA,,,2.4G,,,前湖北-老信息办-2F-PX,ncu-wlan-master,,10.1.0.13,10.66.0.5,"904437740054153039,1,1756830317",0
离线,B4-01-FB-F6-9B-9C,10.210.234.224,NCUWLAN,2.4G,11,,青山湖北-附属学校-37,RUIJIE-AC,无线/青山湖北/附属学校,10.1.0.15,10.76.1.153,,0
在线,B2-90-8B-12-FA-DA,10.210.28.231,NCUWLAN,2.4G,6,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,85638
